id,dep_delayed_15min
427,0.28891635
428,0.2131937
429,0.3897565
430,0.30098832
431,0.16554973
432,0.055115465
433,0.12928176
434,0.17464839
435,0.0961855
436,0.32999277
437,0.11139289
438,0.2474733
439,0.26708722
440,0.1355907
441,0.17847025
442,0.22975531
443,0.20073079
444,0.22256307
445,0.10072029
446,0.098489635
447,0.10651089
448,0.12719779
449,0.2084968
450,0.3750413
451,0.21867678
452,0.26119596
453,0.08465304
454,0.089845106
455,0.14346464
456,0.30402917
457,0.10883526
458,0.2427607
459,0.18058337
460,0.095029026
461,0.07016933
462,0.07096892
463,0.15061216
464,0.23903929
465,0.19648696
466,0.26108548
467,0.13028398
468,0.1318159
469,0.0944067
470,0.091484554
471,0.23130772
472,0.28027835
473,0.36935943
474,0.26930687
475,0.106457666
476,0.06826272
477,0.20657343
478,0.31424406
479,0.33411655
480,0.09410025
481,0.17460303
482,0.19784741
483,0.11495239
484,0.31374887
485,0.15054363
486,0.12948504
487,0.41342273
488,0.08504761
489,0.2162735
490,0.24259092
491,0.4550013
492,0.23762822
493,0.17250313
494,0.26163387
495,0.3467319
496,0.28828457
497,0.07625047
498,0.1499805
499,0.25232273
500,0.32969883
501,0.10765849
502,0.23493879
503,0.1779342
504,0.27372462
505,0.28379083
506,0.3239881
507,0.13647386
508,0.2223872
509,0.17264864
510,0.14539796
511,0.45544797
512,0.44748822
513,0.08986815
514,0.120598696
515,0.2088268
516,0.21357693
517,0.2778209
518,0.15687692
519,0.13794899
520,0.067008
521,0.31786767
522,0.13984996
523,0.38851812
524,0.16402793
525,0.30555522
526,0.12007903
527,0.06716268
528,0.18793471
529,0.06499427
530,0.11295995
531,0.22929204
532,0.3292784
533,0.21789904
534,0.2396658
535,0.3670764
536,0.18632878
537,0.2321227
538,0.19208749
539,0.25661474
540,0.21934736
541,0.25614783
542,0.3018751
543,0.3735914
544,0.111627534
545,0.35948852
546,0.08122807
547,0.18828629
548,0.19378039
549,0.40692768
550,0.28998536
551,0.21598409
552,0.2307646
553,0.23389135
554,0.16236648
555,0.21716693
556,0.073092975
557,0.07312994
558,0.32536834
559,0.074726224
560,0.11833506
561,0.12538563
562,0.35227388
563,0.2699495
564,0.060892016
565,0.33475336
566,0.06769571
567,0.32322115
568,0.2903603
569,0.08942099
570,0.31277335
571,0.09161856
572,0.24000505
573,0.27641717
574,0.14322588
575,0.07487216
576,0.08715648
577,0.075112104
578,0.11371021
579,0.28828377
580,0.11183552
581,0.31425446
582,0.33910987
583,0.24954368
584,0.26346937
585,0.2415215
586,0.18847342
587,0.2707556
588,0.31178075
589,0.36657
590,0.2696441
591,0.16160975
592,0.19074728
593,0.08648437
594,0.121139415
595,0.34870395
596,0.11449014
597,0.20375039
598,0.2158163
599,0.33549216
600,0.08042011
601,0.094646126
602,0.39604977
603,0.07474337
604,0.07386146
605,0.25994325
606,0.08439365
607,0.063849844
608,0.30908135
609,0.34380126
610,0.2858638
611,0.08426033
612,0.2117694
613,0.2523319
614,0.09744074
615,0.23722263
616,0.10272845
617,0.1109486
618,0.23602936
619,0.20837955
620,0.31142464
621,0.38629678
622,0.06777971
623,0.08757632
624,0.06773762
625,0.1873089
626,0.2087038
627,0.30130297
628,0.38842455
629,0.20915708
630,0.30953568
631,0.16444977
632,0.22962861
633,0.13592426
634,0.20946577
635,0.25320065
636,0.34827536
637,0.11217729
638,0.3724946
639,0.082249746
640,0.12821358
641,0.22038949
642,0.20401761
643,0.2855327
644,0.46776024
645,0.30440477
646,0.2607437
647,0.18365932
648,0.074694276
649,0.06064079
650,0.14477521
651,0.14386597
652,0.23446599
653,0.3033657
654,0.16814722
655,0.1890301
656,0.16848059
657,0.124297336
658,0.2877576
659,0.095725045
660,0.11431304
661,0.23035257
662,0.1604788
663,0.16777064
664,0.29029644
665,0.219085
666,0.19873455
667,0.094390415
668,0.08185975
669,0.22475639
670,0.12698935
671,0.26408535
672,0.38934293
673,0.057247736
674,0.09935772
675,0.2170558
676,0.23218668
677,0.33735085
678,0.23798348
679,0.18633802
680,0.100386225
681,0.12612967
682,0.27665055
683,0.07376296
684,0.21490507
685,0.31236923
686,0.16460556
687,0.08205353
688,0.39331636
689,0.17101039
690,0.270189
691,0.1205691
692,0.08708077
693,0.32690135
694,0.123057365
695,0.1761205
696,0.24006845
697,0.4277862
698,0.31975552
699,0.17167638
700,0.225697
701,0.16511124
702,0.12205074
703,0.4186296
704,0.3075911
705,0.11443095
706,0.27113065
707,0.2892522
708,0.17218322
709,0.2706246
710,0.27113345
711,0.1817217
712,0.21966474
713,0.042917304
714,0.21550697
715,0.30956024
716,0.23289275
717,0.14062202
718,0.25246155
719,0.07083991
720,0.23553282
721,0.3141687
722,0.28624478
723,0.08546461
724,0.28047323
725,0.38606647
726,0.24334554
727,0.1631956
728,0.14652862
729,0.09803452
730,0.16989231
731,0.20507632
732,0.20823905
733,0.30519953
734,0.071207665
735,0.18043849
736,0.08102714
737,0.09896069
738,0.2050372
739,0.18859884
740,0.32755542
741,0.22625756
742,0.26893497
743,0.08294878
744,0.10243326
745,0.097875915
746,0.24641058
747,0.29082432
748,0.2573187
749,0.1194892
750,0.27707502
751,0.2242869
752,0.1761474
753,0.16373762
754,0.18575267
755,0.08070598
756,0.115178406
757,0.10334307
758,0.45809293
759,0.39404923
760,0.09177538
761,0.17299755
762,0.09186916
763,0.16871817
764,0.42350549
765,0.37364423
766,0.08061333
767,0.2814805
768,0.39132327
769,0.17952718
770,0.20741619
771,0.166276
772,0.09905536
773,0.32112506
774,0.4273628
775,0.12697291
776,0.14229967
777,0.23046793
778,0.23040454
779,0.45265055
780,0.086827435
781,0.23423474
782,0.43863216
783,0.24664725
784,0.11589003
785,0.061943837
786,0.41021246
787,0.20443547
788,0.19941685
789,0.08156735
790,0.21544091
791,0.4199756
792,0.12871227
793,0.1155123
794,0.088196754
795,0.44985905
796,0.06818309
797,0.098922886
798,0.08711565
799,0.04272596
800,0.13746183
801,0.089795284
802,0.15543152
803,0.09814809
804,0.20064114
805,0.28306666
806,0.3367359
807,0.06832205
808,0.14248581
809,0.15696146
810,0.2402611
811,0.28945664
812,0.21677497
813,0.25627336
814,0.2122985
815,0.14954141
816,0.20674586
817,0.16034149
818,0.15648226
819,0.3393496
820,0.16323096
821,0.25434035
822,0.2282618
823,0.21301664
824,0.2719106
825,0.054823887
826,0.13514477
827,0.20424624
828,0.10479027
829,0.10486758
830,0.17744052
831,0.22377571
832,0.3390244
833,0.28949133
834,0.16623977
835,0.09339148
836,0.22131105
837,0.25671855
838,0.1605901
839,0.4808854
840,0.2890861
841,0.117459856
842,0.23198861
843,0.23814172
844,0.31470048
845,0.07365094
846,0.24261883
847,0.25846767
848,0.09540516
849,0.1480213
850,0.19224699
851,0.13074993
852,0.10394839
853,0.26740506
854,0.08493946
855,0.053311273
856,0.17109905
857,0.23269789
858,0.40146744
859,0.30623922
860,0.33180517
861,0.26934826
862,0.1715926
863,0.24085064
864,0.10160385
865,0.13024116
866,0.11832332
867,0.16406235
868,0.26087514
869,0.11635053
870,0.20573802
871,0.11400944
872,0.073658
873,0.0722997
874,0.26992577
875,0.12559368
876,0.058180306
877,0.13165787
878,0.27811053
879,0.18569876
880,0.29744112
881,0.08581237
882,0.059467718
883,0.15748075
884,0.16762254
885,0.16925977
886,0.43380442
887,0.07844785
888,0.41087294
889,0.10263289
890,0.2617419
891,0.09085259
892,0.10307747
893,0.139356
894,0.05786913
895,0.18026626
896,0.10416722
897,0.2887823
898,0.2041237
899,0.57169086
900,0.2228923
901,0.14771226
902,0.19718955
903,0.10292814
904,0.11637968
905,0.24698243
906,0.31469816
907,0.20111041
908,0.099129535
909,0.116904214
910,0.093499534
911,0.24536556
912,0.06910848
913,0.24350554
914,0.1308515
915,0.2477947
916,0.42097253
917,0.3631878
918,0.30895317
919,0.07705148
920,0.12824875
921,0.31568193
922,0.3154483
923,0.35660145
924,0.26313046
925,0.39687848
926,0.09514983
927,0.19213846
928,0.21731485
929,0.50988585
930,0.11899888
931,0.19853488
932,0.12163006
933,0.19232225
934,0.4304043
935,0.116178915
936,0.23454547
937,0.08637898
938,0.08102248
939,0.23048687
940,0.20901132
941,0.12052399
942,0.24876551
943,0.1011358
944,0.0830943
945,0.090429254
946,0.19370016
947,0.086857
948,0.3225731
949,0.21286814
950,0.11731295
951,0.3190262
952,0.24624877
953,0.080747835
954,0.13300893
955,0.31641784
956,0.11729
957,0.25601903
958,0.39100108
959,0.10787625
960,0.39311105
961,0.15408188
962,0.10433126
963,0.11354016
964,0.08754922
965,0.35260063
966,0.3295937
967,0.24647805
968,0.43265468
969,0.23358507
970,0.35689306
971,0.32896188
972,0.13121755
973,0.27635887
974,0.22193815
975,0.07497823
976,0.17417084
977,0.09688994
978,0.10045372
979,0.077670775
980,0.24498248
981,0.0641628
982,0.25500485
983,0.1348923
984,0.20293038
985,0.28221112
986,0.112338915
987,0.14501683
988,0.25907114
989,0.120178945
990,0.32217443
991,0.11752608
992,0.20598038
993,0.103338234
994,0.36242664
995,0.21923418
996,0.06658329
997,0.108832225
998,0.23475035
999,0.108863205
1000,0.22846487
1001,0.24929278
1002,0.29560325
1003,0.16241941
1004,0.07472294
1005,0.30387002
1006,0.2916087
1007,0.23306872
1008,0.17856444
1009,0.35012928
1010,0.21710666
1011,0.22028185
1012,0.21090679
1013,0.057089444
1014,0.10805271
1015,0.20660017
1016,0.103753746
1017,0.26240256
1018,0.09544091
1019,0.33122513
1020,0.29995698
1021,0.08430095
1022,0.08029244
1023,0.26194215
1024,0.15715554
1025,0.09366437
1026,0.2523824
1027,0.22035548
1028,0.09260263
1029,0.24070561
1030,0.3552914
1031,0.17364843
1032,0.13396792
1033,0.190563
1034,0.070128545
1035,0.22421968
1036,0.07635977
1037,0.069070384
1038,0.21686125
1039,0.26602125
1040,0.22667806
1041,0.06268406
1042,0.24576312
1043,0.21625082
1044,0.19095229
1045,0.17498405
1046,0.11747757
1047,0.106877685
1048,0.070432395
1049,0.27093622
1050,0.21178202
1051,0.16727708
1052,0.24813125
1053,0.25935227
1054,0.19345872
1055,0.30068752
1056,0.07846989
1057,0.3314731
1058,0.11804781
1059,0.103756584
1060,0.22054106
1061,0.0673174
1062,0.0830016
1063,0.21131651
1064,0.18167299
1065,0.2777621
1066,0.0743985
1067,0.1281578
1068,0.2589656
1069,0.17832127
1070,0.29307795
1071,0.09926175
1072,0.122917116
1073,0.15854478
1074,0.2774282
1075,0.28423756
1076,0.19327101
1077,0.33813778
1078,0.13346784
1079,0.08519736
1080,0.091589876
1081,0.18223257
1082,0.14720385
1083,0.28991005
1084,0.12229016
1085,0.105040975
1086,0.10777329
1087,0.070127554
1088,0.24121691
1089,0.13892029
1090,0.11998663
1091,0.27643862
1092,0.25919214
1093,0.30769306
1094,0.15311286
1095,0.10940337
1096,0.096483916
1097,0.30035108
1098,0.2004943
1099,0.24160193
1100,0.33714327
1101,0.26952237
1102,0.0531087
1103,0.13628043
1104,0.17940564
1105,0.1673765
1106,0.27922243
1107,0.26267767
1108,0.2991819
1109,0.21985127
1110,0.28040192
1111,0.20038621
1112,0.22912996
1113,0.25075674
1114,0.06490768
1115,0.09575481
1116,0.20154856
1117,0.17193492
1118,0.29556242
1119,0.19441812
1120,0.32516405
1121,0.27583444
1122,0.20659307
1123,0.22635837
1124,0.09513925
1125,0.12699205
1126,0.16418444
1127,0.14254265
1128,0.20879479
1129,0.29938364
1130,0.12838495
1131,0.15157263
1132,0.3107626
1133,0.2277207
1134,0.24547534
1135,0.17397344
1136,0.11308577
1137,0.16704546
1138,0.13102823
1139,0.23966919
1140,0.1306174
1141,0.28512573
1142,0.055427644
1143,0.07184748
1144,0.3941794
1145,0.1309384
1146,0.13656023
1147,0.120174944
1148,0.15824969
1149,0.13082886
1150,0.1215981
1151,0.17766966
1152,0.2323285
1153,0.17241484
1154,0.18110588
1155,0.1196663
1156,0.08801607
1157,0.13927546
1158,0.13327795
1159,0.06899964
1160,0.43751457
1161,0.16628934
1162,0.22313845
1163,0.38470227
1164,0.26003566
1165,0.17920017
1166,0.11665425
1167,0.14002857
1168,0.081743404
1169,0.28810447
1170,0.18549584
1171,0.32374337
1172,0.36616182
1173,0.23975235
1174,0.3265599
1175,0.506784
1176,0.08125683
1177,0.10252449
1178,0.36813954
1179,0.22666307
1180,0.25682485
1181,0.12966307
1182,0.30881846
1183,0.18828723
1184,0.269776
1185,0.11053811
1186,0.23205003
1187,0.0865823
1188,0.12436704
1189,0.42280063
1190,0.08848255
1191,0.06919367
1192,0.06508653
1193,0.3113397
1194,0.22040555
1195,0.2730053
1196,0.14035046
1197,0.2598796
1198,0.28253737
1199,0.383708
1200,0.46093187
1201,0.29539043
1202,0.26478317
1203,0.24757025
1204,0.26042697
1205,0.25140494
1206,0.40835014
1207,0.14467405
1208,0.15067264
1209,0.1559752
1210,0.2249952
1211,0.09787253
1212,0.06949951
1213,0.39523488
1214,0.17853627
1215,0.16312347
1216,0.20916985
1217,0.13355014
1218,0.07273404
1219,0.12313929
1220,0.40663406
1221,0.28251874
1222,0.34679037
1223,0.25000927
1224,0.07236
1225,0.24865326
1226,0.12624434
1227,0.05899454
1228,0.19289821
1229,0.13160504
1230,0.22070797
1231,0.088240415
1232,0.3706195
1233,0.05886583
1234,0.24823835
1235,0.14307262
1236,0.052947916
1237,0.3428399
1238,0.4240679
1239,0.11834706
1240,0.105975755
1241,0.09316627
1242,0.11472056
1243,0.0548273
1244,0.26921389
1245,0.25594705
1246,0.17615059
1247,0.0586718
1248,0.12687062
1249,0.35497427
1250,0.22248226
1251,0.19311365
1252,0.1093522
1253,0.13229229
1254,0.1545425
1255,0.09769067
1256,0.0958256
1257,0.12410791
1258,0.34151193
1259,0.090260126
1260,0.3869838
1261,0.075159885
1262,0.111673445
1263,0.2521497
1264,0.28777263
1265,0.34974968
1266,0.08788603
1267,0.32548013
1268,0.06815177
1269,0.27827233
1270,0.34382877
1271,0.13973157
1272,0.21714316
1273,0.3779375
1274,0.3151613
1275,0.31428888
1276,0.105915874
1277,0.11855981
1278,0.09546954
1279,0.2676242
1280,0.14691295
1281,0.16920604
1282,0.14666031
1283,0.20945455
1284,0.14134751
1285,0.047949307
1286,0.33676824
1287,0.08247595
1288,0.061048225
1289,0.18422347
1290,0.18600625
1291,0.3384506
1292,0.11082399
1293,0.06959709
1294,0.117539205
1295,0.20218346
1296,0.12851721
1297,0.11265364
1298,0.38653857
1299,0.18243374
1300,0.40572855
1301,0.31669563
1302,0.091625944
1303,0.2778746
1304,0.05706832
1305,0.20662187
1306,0.1408988
1307,0.15556668
1308,0.25957152
1309,0.14073324
1310,0.15384002
1311,0.42626718
1312,0.31470177
1313,0.23555957
1314,0.27212593
1315,0.19394061
1316,0.19774465
1317,0.15776882
1318,0.068542086
1319,0.1895678
1320,0.13515067
1321,0.1724281
1322,0.099819586
1323,0.2302897
1324,0.23684682
1325,0.13414496
1326,0.30870253
1327,0.18187788
1328,0.09951112
1329,0.07345727
1330,0.06890681
1331,0.17736623
1332,0.3099968
1333,0.08526312
1334,0.108379774
1335,0.19061305
1336,0.25603443
1337,0.2103866
1338,0.21385401
1339,0.2456563
1340,0.15695098
1341,0.14897765
1342,0.10774366
1343,0.08597829
1344,0.19594209
1345,0.24190614
1346,0.07476661
1347,0.079574086
1348,0.13175245
1349,0.10451264
1350,0.26868537
1351,0.090673365
1352,0.113572724
1353,0.053679436
1354,0.24368063
1355,0.11729305
1356,0.10693163
1357,0.1549274
1358,0.2080863
1359,0.16786517
1360,0.2031809
1361,0.19255942
1362,0.33839726
1363,0.22427994
1364,0.0996232
1365,0.17760302
1366,0.32834315
1367,0.13181862
1368,0.06700533
1369,0.31367573
1370,0.101366006
1371,0.2777267
1372,0.08936202
1373,0.25480694
1374,0.2634713
1375,0.23272456
1376,0.089110084
1377,0.28262582
1378,0.1141389
1379,0.09091862
1380,0.29358461
1381,0.23538214
1382,0.210862
1383,0.19864589
1384,0.23886709
1385,0.1162285
1386,0.20522083
1387,0.1127158
1388,0.23651356
1389,0.290066
1390,0.3018695
1391,0.087112546
1392,0.0692983
1393,0.22206058
1394,0.45089608
1395,0.21801476
1396,0.34335187
1397,0.08343059
1398,0.08733862
1399,0.22144614
1400,0.052776534
1401,0.3719472
1402,0.19761026
1403,0.10170644
1404,0.08704688
1405,0.2333431
1406,0.19849885
1407,0.08760532
1408,0.05735286
1409,0.1928995
1410,0.3242407
1411,0.17232527
1412,0.32064432
1413,0.20050485
1414,0.28058222
1415,0.41285712
1416,0.28795236
1417,0.42735353
1418,0.11641525
1419,0.118350215
1420,0.26138073
1421,0.31537297
1422,0.30607966
1423,0.18300231
1424,0.17108516
1425,0.26963818
1426,0.0955862
1427,0.2759749
1428,0.09697041
1429,0.18997991
1430,0.13532522
1431,0.12112163
1432,0.2935462
1433,0.21672484
1434,0.17999355
1435,0.37448487
1436,0.08879691
1437,0.114397265
1438,0.18633045
1439,0.14798066
1440,0.18331167
1441,0.14117156
1442,0.11758962
1443,0.055187453
1444,0.13513929
1445,0.31004122
1446,0.11968689
1447,0.09633219
1448,0.32791802
1449,0.4905175
1450,0.074809164
1451,0.29687524
1452,0.3037409
1453,0.16147922
1454,0.08915665
1455,0.14870876
1456,0.38991246
1457,0.22947522
1458,0.33752653
1459,0.27715418
1460,0.25720748
1461,0.08983224
1462,0.37752864
1463,0.2638236
1464,0.06858191
1465,0.11349623
1466,0.10430749
1467,0.09653156
1468,0.231977
1469,0.19291241
1470,0.2697396
1471,0.07469179
1472,0.11053607
1473,0.102454156
1474,0.07494827
1475,0.3394672
1476,0.25127006
1477,0.12588531
1478,0.11995541
1479,0.1357534
1480,0.2910128
1481,0.17827953
1482,0.2767443
1483,0.22915196
1484,0.50001025
1485,0.36903915
1486,0.12248908
1487,0.12326666
1488,0.13895723
1489,0.17430669
1490,0.17621343
1491,0.15512659
1492,0.09800217
1493,0.34394187
1494,0.41015986
1495,0.28860095
1496,0.26572973
1497,0.28037462
1498,0.14247082
1499,0.14492923
1500,0.36458686
1501,0.2801283
1502,0.37894803
1503,0.19248039
1504,0.16163112
1505,0.22613621
1506,0.3395356
1507,0.11412523
1508,0.07625499
1509,0.10820107
1510,0.08346496
1511,0.08568277
1512,0.23673232
1513,0.3239506
1514,0.10731417
1515,0.23729569
1516,0.32488182
1517,0.10978772
1518,0.10703647
1519,0.21785717
1520,0.09468227
1521,0.19475925
1522,0.095315486
1523,0.25521746
1524,0.092196114
1525,0.37807882
1526,0.11808383
1527,0.20696723
1528,0.22510341
1529,0.23095068
1530,0.34761184
1531,0.08856793
1532,0.12282943
1533,0.5323138
1534,0.12236971
1535,0.1225337
1536,0.13465713
1537,0.27718604
1538,0.09527402
1539,0.37378746
1540,0.27033892
1541,0.18396036
1542,0.14865418
1543,0.07806841
1544,0.10450622
1545,0.20524174
1546,0.15659374
1547,0.22977398
1548,0.33696604
1549,0.18410414
1550,0.16276518
1551,0.10016341
1552,0.3407679
1553,0.18772364
1554,0.09659879
1555,0.23823693
1556,0.12415364
1557,0.37795812
1558,0.2719115
1559,0.25996238
1560,0.5439023
1561,0.3764177
1562,0.20126933
1563,0.06692664
1564,0.18204063
1565,0.3513749
1566,0.2057805
1567,0.19211744
1568,0.10263922
1569,0.25134498
1570,0.16211468
1571,0.105801
1572,0.24205893
1573,0.25621444
1574,0.42381307
1575,0.17870711
1576,0.0816006
1577,0.27970657
1578,0.24072897
1579,0.12803735
1580,0.19799486
1581,0.2633951
1582,0.30697477
1583,0.09066588
1584,0.16743453
1585,0.0356887
1586,0.06693864
1587,0.29812938
1588,0.12185666
1589,0.21894139
1590,0.25309056
1591,0.27851143
1592,0.31298384
1593,0.23863453
1594,0.38548946
1595,0.49706796
1596,0.18538237
1597,0.08373711
1598,0.20790933
1599,0.14355592
1600,0.050419316
1601,0.32990837
1602,0.14687315
1603,0.27241322
1604,0.3021261
1605,0.18181609
1606,0.33818895
1607,0.10384404
1608,0.08924542
1609,0.41531625
1610,0.25067195
1611,0.07200319
1612,0.2768157
1613,0.17535552
1614,0.14634316
1615,0.25075778
1616,0.07609529
1617,0.14012666
1618,0.10921402
1619,0.1754266
1620,0.07603787
1621,0.26475042
1622,0.25177884
1623,0.099575326
1624,0.40552312
1625,0.2580143
1626,0.48439965
1627,0.14568627
1628,0.34364456
1629,0.053010885
1630,0.13875856
1631,0.3007727
1632,0.14142418
1633,0.11097834
1634,0.22589973
1635,0.2037397
1636,0.34053463
1637,0.3063721
1638,0.26616028
1639,0.21084912
1640,0.16757886
1641,0.17019796
1642,0.3755691
1643,0.21022883
1644,0.30195528
1645,0.2717176
1646,0.088970974
1647,0.3090394
1648,0.12051716
1649,0.16905478
1650,0.20199424
1651,0.35072306
1652,0.33315417
1653,0.28293726
1654,0.34028158
1655,0.06972016
1656,0.06919049
1657,0.15345892
1658,0.09323242
1659,0.41729823
1660,0.25168937
1661,0.24411152
1662,0.1916604
1663,0.11271765
1664,0.28579226
1665,0.3392753
1666,0.3021856
